epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,7587.84,0.8043,0.78675,1.13753,0.8339,0.79742,0.86658,0.6814,0.83717,0.65909,1.10846,0.006436,0.006436,0.006436
56,7724.39,0.80196,0.78587,1.14069,0.84155,0.79167,0.86672,0.68167,0.83704,0.65741,1.10923,0.00637,0.00637,0.00637
57,7862.16,0.8,0.77531,1.13603,0.8383,0.79249,0.86704,0.68266,0.83539,0.65614,1.10813,0.006304,0.006304,0.006304
58,8000.05,0.79811,0.77504,1.13739,0.83533,0.79428,0.86728,0.68287,0.83509,0.65575,1.10752,0.006238,0.006238,0.006238
59,8138.06,0.7963,0.76827,1.13343,0.83291,0.79895,0.86743,0.68326,0.83527,0.65586,1.10838,0.006172,0.006172,0.006172
60,8275.63,0.79052,0.7615,1.13058,0.83386,0.79943,0.86708,0.68324,0.83472,0.65434,1.10866,0.006106,0.006106,0.006106
61,8412.14,0.78833,0.75529,1.12759,0.83906,0.79918,0.86784,0.6832,0.8353,0.65384,1.10906,0.00604,0.00604,0.00604
62,8549.73,0.79066,0.75352,1.12839,0.84286,0.79693,0.86798,0.68431,0.83483,0.65361,1.10876,0.005974,0.005974,0.005974
63,8687.33,0.78944,0.75344,1.1271,0.83856,0.80127,0.86795,0.68462,0.83487,0.6522,1.1092,0.005908,0.005908,0.005908
64,8824.91,0.77974,0.7469,1.12513,0.84075,0.79982,0.86772,0.68513,0.83432,0.65116,1.10889,0.005842,0.005842,0.005842
65,8962.54,0.78339,0.7491,1.12203,0.83901,0.80165,0.86767,0.68526,0.83388,0.65042,1.10844,0.005776,0.005776,0.005776
66,9100.69,0.77951,0.74006,1.12292,0.83857,0.80175,0.86763,0.68522,0.83338,0.64976,1.10789,0.00571,0.00571,0.00571
67,9238.31,0.77506,0.73056,1.11797,0.83941,0.80195,0.86846,0.68555,0.83312,0.6488,1.10776,0.005644,0.005644,0.005644
68,9376.46,0.77019,0.73249,1.11687,0.8385,0.80197,0.86878,0.68598,0.8326,0.64859,1.10736,0.005578,0.005578,0.005578
69,9514.28,0.7688,0.72355,1.1149,0.83606,0.80423,0.86932,0.68611,0.83272,0.64794,1.10759,0.005512,0.005512,0.005512
70,9652.24,0.76778,0.7203,1.11479,0.83592,0.80469,0.86954,0.6865,0.83316,0.64743,1.10787,0.005446,0.005446,0.005446
71,9789.23,0.76555,0.71678,1.11119,0.83402,0.80881,0.86926,0.68649,0.8331,0.64692,1.10813,0.00538,0.00538,0.00538
72,9926.92,0.75935,0.7128,1.10789,0.83678,0.80455,0.86904,0.68634,0.83311,0.64681,1.10814,0.005314,0.005314,0.005314
73,10064.3,0.76526,0.71198,1.11252,0.83079,0.80637,0.86884,0.68661,0.83286,0.64638,1.10792,0.005248,0.005248,0.005248
74,10201.7,0.75657,0.71023,1.1101,0.82828,0.8101,0.86904,0.68642,0.83258,0.64599,1.10786,0.005182,0.005182,0.005182
75,10339.4,0.75779,0.70165,1.10715,0.82939,0.80914,0.86904,0.68624,0.8322,0.64608,1.10759,0.005116,0.005116,0.005116
76,10476.3,0.75812,0.70029,1.10795,0.83397,0.80702,0.86899,0.68625,0.83243,0.64604,1.10765,0.00505,0.00505,0.00505
77,10612.9,0.75433,0.6977,1.10315,0.83025,0.8089,0.86911,0.68626,0.83256,0.64579,1.10778,0.004984,0.004984,0.004984
78,10750.5,0.75306,0.69092,1.10344,0.83257,0.80764,0.86913,0.68688,0.83203,0.64522,1.10737,0.004918,0.004918,0.004918
79,10888.1,0.75045,0.6898,1.10234,0.83057,0.80927,0.86903,0.68688,0.83182,0.64486,1.10737,0.004852,0.004852,0.004852
80,11025.7,0.74493,0.67674,1.09763,0.83031,0.80941,0.86915,0.68678,0.83179,0.64485,1.10734,0.004786,0.004786,0.004786
81,11163.4,0.74327,0.68032,1.09993,0.83123,0.80907,0.86919,0.68715,0.83169,0.6444,1.10741,0.00472,0.00472,0.00472
82,11301.1,0.74072,0.67605,1.09727,0.83274,0.80874,0.86902,0.68689,0.83177,0.64405,1.10747,0.004654,0.004654,0.004654
83,11437.9,0.73495,0.67328,1.09386,0.83265,0.80774,0.86901,0.68754,0.83169,0.64361,1.10742,0.004588,0.004588,0.004588
84,11574.2,0.73683,0.66943,1.09209,0.83151,0.80892,0.86904,0.6876,0.83186,0.64296,1.10762,0.004522,0.004522,0.004522
85,11710.4,0.73457,0.66114,1.09095,0.83165,0.80833,0.86913,0.688,0.832,0.64277,1.10773,0.004456,0.004456,0.004456
86,11847.2,0.73308,0.66057,1.08789,0.83655,0.80465,0.86916,0.68827,0.83201,0.64222,1.10765,0.00439,0.00439,0.00439
87,11983.7,0.73336,0.6577,1.09056,0.83624,0.80435,0.86919,0.68847,0.83231,0.64221,1.10786,0.004324,0.004324,0.004324
88,12119.9,0.72941,0.65109,1.08694,0.835,0.80508,0.8693,0.68836,0.8323,0.64196,1.1078,0.004258,0.004258,0.004258
89,12256.7,0.72223,0.64944,1.08542,0.83442,0.80559,0.86919,0.68834,0.83258,0.64171,1.10817,0.004192,0.004192,0.004192
90,12392.8,0.72325,0.6442,1.08521,0.83655,0.80458,0.86929,0.68844,0.83312,0.64124,1.10874,0.004126,0.004126,0.004126
91,12529.9,0.72278,0.64425,1.08297,0.84162,0.80036,0.86923,0.6886,0.83317,0.64074,1.10891,0.00406,0.00406,0.00406
92,12667.3,0.71535,0.63719,1.07971,0.84386,0.79844,0.86948,0.68848,0.83343,0.64054,1.10939,0.003994,0.003994,0.003994
93,12803.3,0.71384,0.63165,1.08124,0.84433,0.79894,0.86968,0.6886,0.83354,0.64007,1.10963,0.003928,0.003928,0.003928
94,12939.6,0.7098,0.63173,1.0753,0.84706,0.79684,0.86969,0.68875,0.83372,0.63991,1.10976,0.003862,0.003862,0.003862
95,13076.8,0.70734,0.62375,1.07517,0.84712,0.79648,0.86971,0.6887,0.83387,0.63975,1.11002,0.003796,0.003796,0.003796
96,13213.1,0.70792,0.61835,1.07452,0.84585,0.79712,0.86957,0.6884,0.83398,0.63972,1.11027,0.00373,0.00373,0.00373
97,13350.1,0.70654,0.61528,1.07262,0.84764,0.79605,0.86932,0.6885,0.83429,0.63908,1.11068,0.003664,0.003664,0.003664
98,13486.7,0.69796,0.61306,1.06864,0.8463,0.79819,0.86912,0.68853,0.83438,0.63846,1.11074,0.003598,0.003598,0.003598
99,13624,0.70219,0.61226,1.06923,0.84304,0.8018,0.86898,0.68844,0.83478,0.63822,1.11119,0.003532,0.003532,0.003532
100,13760.6,0.69462,0.60863,1.06792,0.84208,0.80193,0.86892,0.68857,0.83485,0.63783,1.11134,0.003466,0.003466,0.003466
101,13897.6,0.69284,0.60568,1.06481,0.84269,0.80058,0.86897,0.68837,0.83492,0.63722,1.11139,0.0034,0.0034,0.0034
102,14034.6,0.69755,0.6021,1.0665,0.84932,0.796,0.86895,0.68857,0.83516,0.6366,1.11173,0.003334,0.003334,0.003334
103,14171.5,0.69392,0.59788,1.0638,0.84891,0.79637,0.8689,0.68884,0.83526,0.63625,1.11179,0.003268,0.003268,0.003268
104,14308.5,0.69001,0.59366,1.06095,0.84701,0.7977,0.86894,0.68866,0.83575,0.63622,1.11216,0.003202,0.003202,0.003202
105,14445.2,0.68839,0.59252,1.05817,0.84558,0.79861,0.8688,0.68869,0.83586,0.63532,1.11227,0.003136,0.003136,0.003136
106,14582.8,0.68207,0.58528,1.0578,0.84447,0.7998,0.86883,0.68869,0.83611,0.63484,1.1125,0.00307,0.00307,0.00307
107,14720.1,0.68158,0.58522,1.06126,0.84669,0.79765,0.86878,0.68853,0.83639,0.63449,1.11268,0.003004,0.003004,0.003004
108,14856.7,0.67884,0.58098,1.05365,0.8487,0.79529,0.86884,0.68849,0.83689,0.63441,1.11319,0.002938,0.002938,0.002938
109,14993.3,0.67982,0.57735,1.05853,0.84465,0.79868,0.86868,0.68846,0.83711,0.63452,1.11346,0.002872,0.002872,0.002872
110,15130,0.67046,0.57214,1.05043,0.83981,0.80373,0.86844,0.68845,0.83783,0.63456,1.11407,0.002806,0.002806,0.002806
111,15266.7,0.67474,0.57246,1.05314,0.84467,0.79992,0.86829,0.68842,0.83787,0.63463,1.11419,0.00274,0.00274,0.00274
112,15403.3,0.67098,0.56812,1.04991,0.84441,0.79977,0.86818,0.68867,0.83808,0.63482,1.1143,0.002674,0.002674,0.002674
113,15540,0.66851,0.56451,1.04856,0.8447,0.8001,0.86791,0.68862,0.83857,0.63498,1.11471,0.002608,0.002608,0.002608
114,15676.6,0.66802,0.56128,1.04968,0.8475,0.79833,0.8679,0.68872,0.83867,0.63475,1.11496,0.002542,0.002542,0.002542
115,15813.3,0.65817,0.55314,1.04154,0.8437,0.80075,0.86775,0.68849,0.83891,0.63448,1.11526,0.002476,0.002476,0.002476
116,15949.5,0.66175,0.55357,1.04385,0.84356,0.80037,0.86766,0.68851,0.83919,0.6343,1.11554,0.00241,0.00241,0.00241
117,16085.7,0.6532,0.54702,1.0403,0.84458,0.80038,0.86746,0.68838,0.83907,0.6343,1.11568,0.002344,0.002344,0.002344
118,16222.7,0.64974,0.54013,1.03784,0.84401,0.80075,0.86737,0.68822,0.83947,0.63397,1.11615,0.002278,0.002278,0.002278
119,16359.3,0.65347,0.54025,1.03801,0.84666,0.79865,0.86725,0.6881,0.83983,0.63401,1.11657,0.002212,0.002212,0.002212
120,16496,0.64332,0.53567,1.03464,0.84662,0.79766,0.86707,0.68814,0.84033,0.63399,1.11704,0.002146,0.002146,0.002146
121,16633.2,0.64515,0.53654,1.03751,0.84932,0.79577,0.86698,0.68785,0.84081,0.63419,1.11769,0.00208,0.00208,0.00208
122,16770,0.64273,0.52994,1.0326,0.84821,0.7965,0.86678,0.68794,0.84114,0.63461,1.11803,0.002014,0.002014,0.002014
123,16906.6,0.63882,0.52609,1.03149,0.84201,0.80249,0.86665,0.68747,0.84119,0.63479,1.11816,0.001948,0.001948,0.001948
124,17043.9,0.63898,0.52087,1.0292,0.83879,0.80493,0.86631,0.68743,0.84133,0.63484,1.1184,0.001882,0.001882,0.001882
125,17181.2,0.63322,0.51819,1.02933,0.83793,0.80525,0.86609,0.68771,0.84177,0.63476,1.11889,0.001816,0.001816,0.001816
126,17317.9,0.63206,0.51538,1.0276,0.84906,0.79567,0.86595,0.68752,0.84202,0.63517,1.11923,0.00175,0.00175,0.00175
127,17454,0.62976,0.50892,1.02379,0.84588,0.79905,0.86577,0.68715,0.84256,0.63565,1.11975,0.001684,0.001684,0.001684
128,17590.6,0.62777,0.51148,1.02622,0.8474,0.79808,0.86558,0.68713,0.84306,0.636,1.12035,0.001618,0.001618,0.001618
129,17727.4,0.62317,0.50334,1.02261,0.84423,0.80094,0.86559,0.6873,0.84372,0.63627,1.12082,0.001552,0.001552,0.001552
130,17864.6,0.62058,0.50232,1.02191,0.84274,0.80224,0.86542,0.68722,0.84412,0.63677,1.12116,0.001486,0.001486,0.001486
131,18001.2,0.61444,0.49576,1.01815,0.84178,0.80197,0.8651,0.68694,0.84459,0.63711,1.1215,0.00142,0.00142,0.00142
132,18137.7,0.60926,0.49336,1.01678,0.84226,0.8017,0.86504,0.68691,0.84485,0.63781,1.12182,0.001354,0.001354,0.001354
133,18274.5,0.6115,0.49438,1.01797,0.83946,0.80543,0.86497,0.68686,0.84527,0.63824,1.12228,0.001288,0.001288,0.001288
134,18412,0.60853,0.48965,1.01563,0.83821,0.8078,0.86491,0.68682,0.84586,0.63877,1.12302,0.001222,0.001222,0.001222
135,18549.2,0.60671,0.48743,1.01186,0.83749,0.80722,0.86475,0.68671,0.84625,0.63922,1.12347,0.001156,0.001156,0.001156
136,18686.3,0.60344,0.48368,1.01175,0.83784,0.80787,0.86445,0.68652,0.84685,0.63979,1.12422,0.00109,0.00109,0.00109
137,18822.8,0.60223,0.476,1.01007,0.8395,0.80687,0.86425,0.68628,0.84714,0.64033,1.12465,0.001024,0.001024,0.001024
138,18958.8,0.59737,0.47515,1.00884,0.84453,0.80164,0.86417,0.68612,0.84757,0.64032,1.12522,0.000958,0.000958,0.000958
139,19095.4,0.59273,0.46885,1.00455,0.8455,0.80118,0.8642,0.68605,0.84807,0.64086,1.12587,0.000892,0.000892,0.000892
140,19232.3,0.59407,0.46825,1.0052,0.84616,0.79979,0.86413,0.68602,0.8485,0.64127,1.12646,0.000826,0.000826,0.000826
141,19372,0.52413,0.33484,0.93784,0.84578,0.80145,0.86412,0.68595,0.84909,0.64184,1.12706,0.00076,0.00076,0.00076
142,19509.1,0.50534,0.31152,0.92888,0.84617,0.80043,0.86393,0.6859,0.84968,0.64252,1.12776,0.000694,0.000694,0.000694
143,19646.1,0.50222,0.30653,0.92701,0.84512,0.80141,0.86372,0.68574,0.85027,0.64315,1.1285,0.000628,0.000628,0.000628
144,19783.1,0.49404,0.30089,0.92095,0.84634,0.80051,0.86338,0.68555,0.8504,0.64369,1.12883,0.000562,0.000562,0.000562
145,19918.6,0.49237,0.29719,0.92036,0.84686,0.79933,0.86323,0.68549,0.85112,0.64452,1.12993,0.000496,0.000496,0.000496
146,20054.1,0.48553,0.29382,0.91855,0.84609,0.7991,0.86311,0.68549,0.85158,0.64523,1.13069,0.00043,0.00043,0.00043
147,20191.1,0.48306,0.28894,0.91505,0.84514,0.80006,0.86293,0.68527,0.85218,0.64604,1.13152,0.000364,0.000364,0.000364
148,20327.4,0.47781,0.28482,0.91267,0.84374,0.80162,0.86292,0.68509,0.85278,0.64675,1.13242,0.000298,0.000298,0.000298
149,20463.7,0.47389,0.28327,0.91104,0.84493,0.80082,0.86264,0.68492,0.85327,0.64737,1.13336,0.000232,0.000232,0.000232
150,20599.8,0.47337,0.28008,0.91017,0.84565,0.80091,0.8623,0.68469,0.85392,0.64821,1.13438,0.000166,0.000166,0.000166
